group Movement-of-Society-for-Peace
Houthis_g-25d2015-05-31.txt 7.84031e-10
Houthis_g-251.txt 1.0
Houthis_g-83d2014-01-05.txt 0.218398
Houthis_g-103d2013-12-18.txt 0.25
Houthis_g-297.txt 1.0
Houthis_g-117d2013-12-05.txt 1.0
Houthis_g-156d2013-11-05.txt 0.750417
Houthis_g-260.txt 1.0
Houthis_g-221.txt 1.0
Houthis_g-173d2013-10-31.txt 2.69217e-11
Houthis_g-295.txt 1.0
Houthis_g-32d2015-05-07.txt 1.0
group Rabee-al-Madkhali
Rabee-al-Madkhali_g-170.txt 0.954545
Rabee-al-Madkhali_g-233.txt 0.773436
Rabee-al-Madkhali_g-171.txt 0.703671
Rabee-al-Madkhali_g-272.txt 0.661741
Rabee-al-Madkhali_g-206.txt 0.87071
Rabee-al-Madkhali_g-201.txt 0.9723
Rabee-al-Madkhali_g-240.txt 0.533749
Rabee-al-Madkhali_g-230.txt 0.596018
Rabee-al-Madkhali_g-217.txt 0.994216
Rabee-al-Madkhali_g-210.txt 1.0
Rabee-al-Madkhali_g-188.txt 0.705486
Rabee-al-Madkhali_g-298.txt 1.0
Rabee-al-Madkhali_g-202.txt 0.43402
Rabee-al-Madkhali_g-292.txt 0.931035
Rabee-al-Madkhali_g-234.txt 0.960236
Rabee-al-Madkhali_g-290.txt 0.798231
Rabee-al-Madkhali_g-325.txt 1.0
Rabee-al-Madkhali_g-321.txt 0.403071
Rabee-al-Madkhali_g-223.txt 1.0
Rabee-al-Madkhali_g-269.txt 0.793771
Rabee-al-Madkhali_g-174.txt 1.0
Rabee-al-Madkhali_g-173.txt 1.0
Rabee-al-Madkhali_g-283.txt 0.620695
Rabee-al-Madkhali_g-312.txt 0.317443
Rabee-al-Madkhali_g-192.txt 0.848807
Rabee-al-Madkhali_g-322.txt 1.0
Rabee-al-Madkhali_g-205.txt 0.57627
Rabee-al-Madkhali_g-295.txt 0.909093
Rabee-al-Madkhali_g-187.txt 1.0
Rabee-al-Madkhali_g-209.txt 1.0
Rabee-al-Madkhali_g-221.txt 1.0
Rabee-al-Madkhali_g-178.txt 1.0
Rabee-al-Madkhali_g-176.txt 0.4
Rabee-al-Madkhali_g-222.txt 0.755569
Rabee-al-Madkhali_g-200.txt 1.0
Rabee-al-Madkhali_g-316.txt 1.0
Rabee-al-Madkhali_g-327.txt 1.0
Rabee-al-Madkhali_g-175.txt 0.945766
Rabee-al-Madkhali_g-275.txt 0.375374
Rabee-al-Madkhali_g-224.txt 0.568147
Rabee-al-Madkhali_g-239.txt 0.614099
Rabee-al-Madkhali_g-212.txt 1.0
Rabee-al-Madkhali_g-177.txt 0.909091
Rabee-al-Madkhali_g-231.txt 0.657303
Rabee-al-Madkhali_g-280.txt 0.825983
Rabee-al-Madkhali_g-241.txt 0.402265
Rabee-al-Madkhali_g-237.txt 0.938786
Rabee-al-Madkhali_g-276.txt 0.697142
Rabee-al-Madkhali_g-326.txt 0.846104
Rabee-al-Madkhali_g-323.txt 0.729847
Rabee-al-Madkhali_g-213.txt 1.0
Rabee-al-Madkhali_g-199.txt 0.741894
Rabee-al-Madkhali_g-198.txt 0.843188
Rabee-al-Madkhali_g-313.txt 0.463108
Rabee-al-Madkhali_g-299.txt 1.0
Rabee-al-Madkhali_g-215.txt 1.0
Rabee-al-Madkhali_g-194.txt 0.452975
Rabee-al-Madkhali_g-236.txt 0.952381
Rabee-al-Madkhali_g-186.txt 0.663399
Rabee-al-Madkhali_g-304.txt 0.652589
Rabee-al-Madkhali_g-220.txt 1.0
Rabee-al-Madkhali_g-195.txt 0.54493
Rabee-al-Madkhali_g-216.txt 1.0
Rabee-al-Madkhali_g-211.txt 1.0
Rabee-al-Madkhali_g-319.txt 0.499621
Rabee-al-Madkhali_g-218.txt 0.333333
Rabee-al-Madkhali_g-274.txt 0.846783
Rabee-al-Madkhali_g-180.txt 0.552744
Rabee-al-Madkhali_g-203.txt 0.78546
Rabee-al-Madkhali_g-228.txt 0.958801
Rabee-al-Madkhali_g-219.txt 1.0
Rabee-al-Madkhali_g-207.txt 0.821759
Rabee-al-Madkhali_g-235.txt 0.856257
Rabee-al-Madkhali_g-307.txt 0.814804
Rabee-al-Madkhali_g-320.txt 0.99257
Rabee-al-Madkhali_g-294.txt 0.485889
Rabee-al-Madkhali_g-318.txt 0.875
Rabee-al-Madkhali_g-191.txt 0.595773
Rabee-al-Madkhali_g-238.txt 0.612622
Rabee-al-Madkhali_g-309.txt 0.811374
Rabee-al-Madkhali_g-278.txt 0.606043
Rabee-al-Madkhali_g-197.txt 0.797425
Rabee-al-Madkhali_g-229.txt 0.484907
Rabee-al-Madkhali_g-328.txt 0.803264
Rabee-al-Madkhali_g-214.txt 1.0
Rabee-al-Madkhali_g-305.txt 0.872772
Rabee-al-Madkhali_g-288.txt 0.58255
Rabee-al-Madkhali_g-181.txt 1.0
Rabee-al-Madkhali_g-268.txt 0.792751
Rabee-al-Madkhali_g-190.txt 0.555567
Rabee-al-Madkhali_g-311.txt 0.755546
Rabee-al-Madkhali_g-266.txt 0.505233
Rabee-al-Madkhali_g-226.txt 0.907743
Rabee-al-Madkhali_g-267.txt 0.761945
Rabee-al-Madkhali_g-291.txt 0.819907
Rabee-al-Madkhali_g-287.txt 0.821456
Rabee-al-Madkhali_g-277.txt 0.605212
Rabee-al-Madkhali_g-172.txt 0.879802
Rabee-al-Madkhali_g-306.txt 1.0
Rabee-al-Madkhali_g-189.txt 0.8
Rabee-al-Madkhali_g-183.txt 0.748762
Rabee-al-Madkhali_g-314.txt 1.0
Rabee-al-Madkhali_g-227.txt 0.82872
Rabee-al-Madkhali_g-303.txt 0.776779
Rabee-al-Madkhali_g-270.txt 0.470588
Rabee-al-Madkhali_g-271.txt 0.693443
Rabee-al-Madkhali_g-185.txt 0.747842
Rabee-al-Madkhali_g-242.txt 1.0
Rabee-al-Madkhali_g-300.txt 0.999497
Rabee-al-Madkhali_g-184.txt 0.800482
Rabee-al-Madkhali_g-182.txt 0.847516
Rabee-al-Madkhali_g-281.txt 0.747069
Rabee-al-Madkhali_g-301.txt 0.781576
Rabee-al-Madkhali_g-310.txt 0.499616
Rabee-al-Madkhali_g-302.txt 0.925794
Rabee-al-Madkhali_g-273.txt 0.899717
Rabee-al-Madkhali_g-317.txt 1.0
Rabee-al-Madkhali_g-232.txt 0.75929
Rabee-al-Madkhali_g-296.txt 0.703704
Rabee-al-Madkhali_g-286.txt 0.55657
Rabee-al-Madkhali_g-208.txt 1.0
Rabee-al-Madkhali_g-282.txt 0.945627
Rabee-al-Madkhali_g-293.txt 0.910984
Rabee-al-Madkhali_g-225.txt 0.553479
Rabee-al-Madkhali_g-179.txt 0.611024
Rabee-al-Madkhali_g-324.txt 1.0
Rabee-al-Madkhali_g-297.txt 0.709921
Rabee-al-Madkhali_g-315.txt 0.80889
Rabee-al-Madkhali_g-204.txt 0.654557
Rabee-al-Madkhali_g-196.txt 0.843136
Rabee-al-Madkhali_g-308.txt 1.0
Rabee-al-Madkhali_g-289.txt 0.508749
Rabee-al-Madkhali_g-329.txt 0.556256
Rabee-al-Madkhali_g-285.txt 0.776161
group Rabee-al-Madkhali
Rabee-al-Madkhali_g-170.txt 0.954545
Rabee-al-Madkhali_g-233.txt 0.698355
Rabee-al-Madkhali_g-171.txt 0.749921
Rabee-al-Madkhali_g-272.txt 0.490711
Rabee-al-Madkhali_g-206.txt 0.793923
Rabee-al-Madkhali_g-201.txt 0.855115
Rabee-al-Madkhali_g-240.txt 0.532311
Rabee-al-Madkhali_g-230.txt 0.569601
Rabee-al-Madkhali_g-217.txt 0.800363
Rabee-al-Madkhali_g-210.txt 0.5
Rabee-al-Madkhali_g-188.txt 0.45952
Rabee-al-Madkhali_g-298.txt 1.0
Rabee-al-Madkhali_g-202.txt 0.322581
Rabee-al-Madkhali_g-292.txt 0.931028
Rabee-al-Madkhali_g-234.txt 0.918507
Rabee-al-Madkhali_g-290.txt 0.72
Rabee-al-Madkhali_g-325.txt 1.0
Rabee-al-Madkhali_g-321.txt 0.263471
Rabee-al-Madkhali_g-223.txt 1.0
Rabee-al-Madkhali_g-269.txt 0.713035
Rabee-al-Madkhali_g-174.txt 1.0
Rabee-al-Madkhali_g-173.txt 1.0
Rabee-al-Madkhali_g-283.txt 0.620695
Rabee-al-Madkhali_g-312.txt 0.342733
Rabee-al-Madkhali_g-192.txt 0.725709
Rabee-al-Madkhali_g-322.txt 0.666667
Rabee-al-Madkhali_g-205.txt 0.499596
Rabee-al-Madkhali_g-295.txt 0.454448
Rabee-al-Madkhali_g-187.txt 1.0
Rabee-al-Madkhali_g-209.txt 1.0
Rabee-al-Madkhali_g-221.txt 1.0
Rabee-al-Madkhali_g-178.txt 1.0
Rabee-al-Madkhali_g-176.txt 0.4
Rabee-al-Madkhali_g-222.txt 0.842831
Rabee-al-Madkhali_g-200.txt 1.0
Rabee-al-Madkhali_g-316.txt 0.823338
Rabee-al-Madkhali_g-327.txt 1.0
Rabee-al-Madkhali_g-175.txt 0.919824
Rabee-al-Madkhali_g-275.txt 0.333142
Rabee-al-Madkhali_g-224.txt 0.68
Rabee-al-Madkhali_g-239.txt 0.492525
Rabee-al-Madkhali_g-212.txt 0.999977
Rabee-al-Madkhali_g-177.txt 0.954549
Rabee-al-Madkhali_g-231.txt 0.59942
Rabee-al-Madkhali_g-280.txt 0.824076
Rabee-al-Madkhali_g-241.txt 0.40252
Rabee-al-Madkhali_g-237.txt 0.908669
Rabee-al-Madkhali_g-276.txt 0.6
Rabee-al-Madkhali_g-326.txt 0.750333
Rabee-al-Madkhali_g-323.txt 0.728151
Rabee-al-Madkhali_g-213.txt 1.0
Rabee-al-Madkhali_g-199.txt 0.549293
Rabee-al-Madkhali_g-198.txt 0.800152
Rabee-al-Madkhali_g-313.txt 0.428135
Rabee-al-Madkhali_g-299.txt 1.0
Rabee-al-Madkhali_g-215.txt 1.0
Rabee-al-Madkhali_g-194.txt 0.375744
Rabee-al-Madkhali_g-236.txt 0.928571
Rabee-al-Madkhali_g-186.txt 0.536884
Rabee-al-Madkhali_g-304.txt 0.565217
Rabee-al-Madkhali_g-220.txt 1.0
Rabee-al-Madkhali_g-195.txt 0.443951
Rabee-al-Madkhali_g-216.txt 1.0
Rabee-al-Madkhali_g-211.txt 1.0
Rabee-al-Madkhali_g-319.txt 0.499416
Rabee-al-Madkhali_g-218.txt 0.000533189
Rabee-al-Madkhali_g-274.txt 0.804912
Rabee-al-Madkhali_g-180.txt 0.555115
Rabee-al-Madkhali_g-203.txt 0.690449
Rabee-al-Madkhali_g-228.txt 0.818397
Rabee-al-Madkhali_g-219.txt 1.0
Rabee-al-Madkhali_g-207.txt 0.738797
Rabee-al-Madkhali_g-235.txt 0.810081
Rabee-al-Madkhali_g-307.txt 0.778101
Rabee-al-Madkhali_g-320.txt 0.601302
Rabee-al-Madkhali_g-294.txt 0.356691
Rabee-al-Madkhali_g-318.txt 0.999591
Rabee-al-Madkhali_g-191.txt 0.55158
Rabee-al-Madkhali_g-238.txt 0.497799
Rabee-al-Madkhali_g-309.txt 0.44749
Rabee-al-Madkhali_g-278.txt 0.576268
Rabee-al-Madkhali_g-197.txt 0.696022
Rabee-al-Madkhali_g-229.txt 0.38359
Rabee-al-Madkhali_g-328.txt 0.745669
Rabee-al-Madkhali_g-214.txt 1.0
Rabee-al-Madkhali_g-305.txt 0.905209
Rabee-al-Madkhali_g-288.txt 0.489468
Rabee-al-Madkhali_g-181.txt 0.781882
Rabee-al-Madkhali_g-268.txt 0.732567
Rabee-al-Madkhali_g-190.txt 0.666667
Rabee-al-Madkhali_g-311.txt 0.666807
Rabee-al-Madkhali_g-266.txt 0.64481
Rabee-al-Madkhali_g-226.txt 0.855508
Rabee-al-Madkhali_g-267.txt 0.745056
Rabee-al-Madkhali_g-291.txt 0.721012
Rabee-al-Madkhali_g-287.txt 0.734668
Rabee-al-Madkhali_g-277.txt 0.551584
Rabee-al-Madkhali_g-172.txt 0.866423
Rabee-al-Madkhali_g-306.txt 1.0
Rabee-al-Madkhali_g-189.txt 0.8
Rabee-al-Madkhali_g-183.txt 0.640163
Rabee-al-Madkhali_g-314.txt 0.967567
Rabee-al-Madkhali_g-227.txt 0.73306
Rabee-al-Madkhali_g-303.txt 0.642821
Rabee-al-Madkhali_g-270.txt 0.463643
Rabee-al-Madkhali_g-271.txt 0.556462
Rabee-al-Madkhali_g-185.txt 0.667353
Rabee-al-Madkhali_g-242.txt 1.0
Rabee-al-Madkhali_g-300.txt 0.778904
Rabee-al-Madkhali_g-184.txt 0.68811
Rabee-al-Madkhali_g-182.txt 0.805063
Rabee-al-Madkhali_g-281.txt 0.65094
Rabee-al-Madkhali_g-301.txt 0.781511
Rabee-al-Madkhali_g-310.txt 0.43736
Rabee-al-Madkhali_g-302.txt 0.925977
Rabee-al-Madkhali_g-273.txt 0.87046
Rabee-al-Madkhali_g-317.txt 1.0
Rabee-al-Madkhali_g-232.txt 0.532299
Rabee-al-Madkhali_g-296.txt 0.629275
Rabee-al-Madkhali_g-286.txt 0.492696
Rabee-al-Madkhali_g-208.txt 1.0
Rabee-al-Madkhali_g-282.txt 0.846462
Rabee-al-Madkhali_g-293.txt 0.799913
Rabee-al-Madkhali_g-225.txt 0.441176
Rabee-al-Madkhali_g-179.txt 0.530246
Rabee-al-Madkhali_g-324.txt 1.0
Rabee-al-Madkhali_g-297.txt 0.690973
Rabee-al-Madkhali_g-315.txt 0.506752
Rabee-al-Madkhali_g-204.txt 0.555647
Rabee-al-Madkhali_g-196.txt 0.800252
Rabee-al-Madkhali_g-308.txt 1.0
Rabee-al-Madkhali_g-289.txt 0.403266
Rabee-al-Madkhali_g-329.txt 0.55544
Rabee-al-Madkhali_g-285.txt 0.727682
group Rabee-al-Madkhali
Rabee-al-Madkhali_g-170.txt 0.952165
Rabee-al-Madkhali_g-233.txt 0.70063
Rabee-al-Madkhali_g-171.txt 0.77365
Rabee-al-Madkhali_g-272.txt 0.683595
Rabee-al-Madkhali_g-206.txt 0.767056
Rabee-al-Madkhali_g-201.txt 0.970701
Rabee-al-Madkhali_g-240.txt 0.649855
Rabee-al-Madkhali_g-230.txt 0.641549
Rabee-al-Madkhali_g-217.txt 0.999248
Rabee-al-Madkhali_g-210.txt 1.0
Rabee-al-Madkhali_g-188.txt 0.787331
Rabee-al-Madkhali_g-298.txt 1.0
Rabee-al-Madkhali_g-202.txt 0.397267
Rabee-al-Madkhali_g-292.txt 0.931024
Rabee-al-Madkhali_g-234.txt 0.935268
Rabee-al-Madkhali_g-290.txt 0.76039
Rabee-al-Madkhali_g-325.txt 0.999987
Rabee-al-Madkhali_g-321.txt 0.379756
Rabee-al-Madkhali_g-223.txt 1.0
Rabee-al-Madkhali_g-269.txt 0.836679
Rabee-al-Madkhali_g-174.txt 1.0
Rabee-al-Madkhali_g-173.txt 1.0
Rabee-al-Madkhali_g-283.txt 0.58751
Rabee-al-Madkhali_g-312.txt 0.319765
Rabee-al-Madkhali_g-192.txt 0.8301
Rabee-al-Madkhali_g-322.txt 0.999998
Rabee-al-Madkhali_g-205.txt 0.569548
Rabee-al-Madkhali_g-295.txt 0.843012
Rabee-al-Madkhali_g-187.txt 1.0
Rabee-al-Madkhali_g-209.txt 1.0
Rabee-al-Madkhali_g-221.txt 1.0
Rabee-al-Madkhali_g-178.txt 1.0
Rabee-al-Madkhali_g-176.txt 0.4
Rabee-al-Madkhali_g-222.txt 0.749941
Rabee-al-Madkhali_g-200.txt 1.0
Rabee-al-Madkhali_g-316.txt 1.0
Rabee-al-Madkhali_g-327.txt 1.0
Rabee-al-Madkhali_g-175.txt 0.918927
Rabee-al-Madkhali_g-275.txt 0.373765
Rabee-al-Madkhali_g-224.txt 0.656901
Rabee-al-Madkhali_g-239.txt 0.603167
Rabee-al-Madkhali_g-212.txt 1.0
Rabee-al-Madkhali_g-177.txt 0.95403
Rabee-al-Madkhali_g-231.txt 0.633789
Rabee-al-Madkhali_g-280.txt 0.895014
Rabee-al-Madkhali_g-241.txt 0.489166
Rabee-al-Madkhali_g-237.txt 0.9123
Rabee-al-Madkhali_g-276.txt 0.799801
Rabee-al-Madkhali_g-326.txt 0.855815
Rabee-al-Madkhali_g-323.txt 0.637376
Rabee-al-Madkhali_g-213.txt 1.0
Rabee-al-Madkhali_g-199.txt 0.674771
Rabee-al-Madkhali_g-198.txt 0.835169
Rabee-al-Madkhali_g-313.txt 0.471472
Rabee-al-Madkhali_g-299.txt 1.0
Rabee-al-Madkhali_g-215.txt 1.0
Rabee-al-Madkhali_g-194.txt 0.522555
Rabee-al-Madkhali_g-236.txt 0.952381
Rabee-al-Madkhali_g-186.txt 0.627363
Rabee-al-Madkhali_g-304.txt 0.565217
Rabee-al-Madkhali_g-220.txt 1.0
Rabee-al-Madkhali_g-195.txt 0.676069
Rabee-al-Madkhali_g-216.txt 1.0
Rabee-al-Madkhali_g-211.txt 1.0
Rabee-al-Madkhali_g-319.txt 1.0
Rabee-al-Madkhali_g-218.txt 0.333335
Rabee-al-Madkhali_g-274.txt 0.838601
Rabee-al-Madkhali_g-180.txt 0.577386
Rabee-al-Madkhali_g-203.txt 0.738075
Rabee-al-Madkhali_g-228.txt 0.864666
Rabee-al-Madkhali_g-219.txt 1.0
Rabee-al-Madkhali_g-207.txt 0.759779
Rabee-al-Madkhali_g-235.txt 0.866278
Rabee-al-Madkhali_g-307.txt 0.777639
Rabee-al-Madkhali_g-320.txt 0.890935
Rabee-al-Madkhali_g-294.txt 0.504716
Rabee-al-Madkhali_g-318.txt 0.875071
Rabee-al-Madkhali_g-191.txt 0.58475
Rabee-al-Madkhali_g-238.txt 0.61121
Rabee-al-Madkhali_g-309.txt 0.450157
Rabee-al-Madkhali_g-278.txt 0.550216
Rabee-al-Madkhali_g-197.txt 0.761798
Rabee-al-Madkhali_g-229.txt 0.491133
Rabee-al-Madkhali_g-328.txt 0.817948
Rabee-al-Madkhali_g-214.txt 1.0
Rabee-al-Madkhali_g-305.txt 0.957303
Rabee-al-Madkhali_g-288.txt 0.519668
Rabee-al-Madkhali_g-181.txt 0.890615
Rabee-al-Madkhali_g-268.txt 0.884672
Rabee-al-Madkhali_g-190.txt 0.604565
Rabee-al-Madkhali_g-311.txt 0.728549
Rabee-al-Madkhali_g-266.txt 0.540611
Rabee-al-Madkhali_g-226.txt 0.916483
Rabee-al-Madkhali_g-267.txt 0.865929
Rabee-al-Madkhali_g-291.txt 0.70311
Rabee-al-Madkhali_g-287.txt 0.690424
Rabee-al-Madkhali_g-277.txt 0.480434
Rabee-al-Madkhali_g-172.txt 0.911909
Rabee-al-Madkhali_g-306.txt 1.0
Rabee-al-Madkhali_g-189.txt 0.800003
Rabee-al-Madkhali_g-183.txt 0.797279
Rabee-al-Madkhali_g-314.txt 0.967482
Rabee-al-Madkhali_g-227.txt 0.900678
Rabee-al-Madkhali_g-303.txt 0.697816
Rabee-al-Madkhali_g-270.txt 0.515115
Rabee-al-Madkhali_g-271.txt 0.746693
Rabee-al-Madkhali_g-185.txt 0.714735
Rabee-al-Madkhali_g-242.txt 1.0
Rabee-al-Madkhali_g-300.txt 0.905886
Rabee-al-Madkhali_g-184.txt 0.844643
Rabee-al-Madkhali_g-182.txt 0.846149
Rabee-al-Madkhali_g-281.txt 0.775249
Rabee-al-Madkhali_g-301.txt 0.797254
Rabee-al-Madkhali_g-310.txt 0.45894
Rabee-al-Madkhali_g-302.txt 0.929689
Rabee-al-Madkhali_g-273.txt 0.800009
Rabee-al-Madkhali_g-317.txt 1.0
Rabee-al-Madkhali_g-232.txt 0.699003
Rabee-al-Madkhali_g-296.txt 0.738711
Rabee-al-Madkhali_g-286.txt 0.543523
Rabee-al-Madkhali_g-208.txt 1.0
Rabee-al-Madkhali_g-282.txt 0.923077
Rabee-al-Madkhali_g-293.txt 0.995485
Rabee-al-Madkhali_g-225.txt 0.502303
Rabee-al-Madkhali_g-179.txt 0.581499
Rabee-al-Madkhali_g-324.txt 1.0
Rabee-al-Madkhali_g-297.txt 0.768475
Rabee-al-Madkhali_g-315.txt 0.748993
Rabee-al-Madkhali_g-204.txt 0.652853
Rabee-al-Madkhali_g-196.txt 0.821113
Rabee-al-Madkhali_g-308.txt 1.0
Rabee-al-Madkhali_g-289.txt 0.436354
Rabee-al-Madkhali_g-329.txt 0.742804
Rabee-al-Madkhali_g-285.txt 0.817889
group Rabee-al-Madkhali
Rabee-al-Madkhali_g-170.txt 0.954545
Rabee-al-Madkhali_g-233.txt 0.758885
Rabee-al-Madkhali_g-171.txt 0.585125
Rabee-al-Madkhali_g-272.txt 0.786643
Rabee-al-Madkhali_g-206.txt 0.848275
Rabee-al-Madkhali_g-201.txt 0.993605
Rabee-al-Madkhali_g-240.txt 0.609511
Rabee-al-Madkhali_g-230.txt 0.737751
Rabee-al-Madkhali_g-217.txt 0.99817
Rabee-al-Madkhali_g-210.txt 0.570116
Rabee-al-Madkhali_g-188.txt 0.658739
Rabee-al-Madkhali_g-298.txt 1.0
Rabee-al-Madkhali_g-202.txt 0.493902
Rabee-al-Madkhali_g-292.txt 0.954154
Rabee-al-Madkhali_g-234.txt 0.966112
Rabee-al-Madkhali_g-290.txt 0.799844
Rabee-al-Madkhali_g-325.txt 1.0
Rabee-al-Madkhali_g-321.txt 0.470474
Rabee-al-Madkhali_g-223.txt 1.0
Rabee-al-Madkhali_g-269.txt 0.794188
Rabee-al-Madkhali_g-174.txt 1.0
Rabee-al-Madkhali_g-173.txt 1.0
Rabee-al-Madkhali_g-283.txt 0.697244
Rabee-al-Madkhali_g-312.txt 0.458734
Rabee-al-Madkhali_g-192.txt 0.864013
Rabee-al-Madkhali_g-322.txt 1.0
Rabee-al-Madkhali_g-205.txt 0.60741
Rabee-al-Madkhali_g-295.txt 0.999742
Rabee-al-Madkhali_g-187.txt 1.0
Rabee-al-Madkhali_g-209.txt 1.0
Rabee-al-Madkhali_g-221.txt 1.0
Rabee-al-Madkhali_g-178.txt 1.0
Rabee-al-Madkhali_g-176.txt 0.4
Rabee-al-Madkhali_g-222.txt 0.75
Rabee-al-Madkhali_g-200.txt 1.0
Rabee-al-Madkhali_g-316.txt 1.0
Rabee-al-Madkhali_g-327.txt 1.0
Rabee-al-Madkhali_g-175.txt 0.952996
Rabee-al-Madkhali_g-275.txt 0.307311
Rabee-al-Madkhali_g-224.txt 0.715335
Rabee-al-Madkhali_g-239.txt 0.619443
Rabee-al-Madkhali_g-212.txt 1.0
Rabee-al-Madkhali_g-177.txt 0.95856
Rabee-al-Madkhali_g-231.txt 0.664946
Rabee-al-Madkhali_g-280.txt 0.941315
Rabee-al-Madkhali_g-241.txt 0.555697
Rabee-al-Madkhali_g-237.txt 0.949488
Rabee-al-Madkhali_g-276.txt 0.849698
Rabee-al-Madkhali_g-326.txt 0.928597
Rabee-al-Madkhali_g-323.txt 0.645483
Rabee-al-Madkhali_g-213.txt 1.0
Rabee-al-Madkhali_g-199.txt 0.708757
Rabee-al-Madkhali_g-198.txt 0.866277
Rabee-al-Madkhali_g-313.txt 0.608869
Rabee-al-Madkhali_g-299.txt 1.0
Rabee-al-Madkhali_g-215.txt 1.0
Rabee-al-Madkhali_g-194.txt 0.57544
Rabee-al-Madkhali_g-236.txt 0.952382
Rabee-al-Madkhali_g-186.txt 0.716588
Rabee-al-Madkhali_g-304.txt 0.608562
Rabee-al-Madkhali_g-220.txt 1.0
Rabee-al-Madkhali_g-195.txt 0.682579
Rabee-al-Madkhali_g-216.txt 1.0
Rabee-al-Madkhali_g-211.txt 1.0
Rabee-al-Madkhali_g-319.txt 0.927006
Rabee-al-Madkhali_g-218.txt 0.333341
Rabee-al-Madkhali_g-274.txt 0.881302
Rabee-al-Madkhali_g-180.txt 0.612944
Rabee-al-Madkhali_g-203.txt 0.851521
Rabee-al-Madkhali_g-228.txt 0.997697
Rabee-al-Madkhali_g-219.txt 1.0
Rabee-al-Madkhali_g-207.txt 0.844437
Rabee-al-Madkhali_g-235.txt 0.904764
Rabee-al-Madkhali_g-307.txt 0.851803
Rabee-al-Madkhali_g-320.txt 0.999999
Rabee-al-Madkhali_g-294.txt 0.562686
Rabee-al-Madkhali_g-318.txt 0.999823
Rabee-al-Madkhali_g-191.txt 0.621518
Rabee-al-Madkhali_g-238.txt 0.687375
Rabee-al-Madkhali_g-309.txt 0.523217
Rabee-al-Madkhali_g-278.txt 0.695805
Rabee-al-Madkhali_g-197.txt 0.815771
Rabee-al-Madkhali_g-229.txt 0.512951
Rabee-al-Madkhali_g-328.txt 0.811482
Rabee-al-Madkhali_g-214.txt 1.0
Rabee-al-Madkhali_g-305.txt 0.952113
Rabee-al-Madkhali_g-288.txt 0.624357
Rabee-al-Madkhali_g-181.txt 1.0
Rabee-al-Madkhali_g-268.txt 0.909671
Rabee-al-Madkhali_g-190.txt 0.666667
Rabee-al-Madkhali_g-311.txt 0.919458
Rabee-al-Madkhali_g-266.txt 0.600439
Rabee-al-Madkhali_g-226.txt 0.833333
Rabee-al-Madkhali_g-267.txt 0.904734
Rabee-al-Madkhali_g-291.txt 0.870487
Rabee-al-Madkhali_g-287.txt 0.924905
Rabee-al-Madkhali_g-277.txt 0.809718
Rabee-al-Madkhali_g-172.txt 0.909937
Rabee-al-Madkhali_g-306.txt 1.0
Rabee-al-Madkhali_g-189.txt 0.848831
Rabee-al-Madkhali_g-183.txt 0.822837
Rabee-al-Madkhali_g-314.txt 0.965598
Rabee-al-Madkhali_g-227.txt 0.912459
Rabee-al-Madkhali_g-303.txt 0.72089
Rabee-al-Madkhali_g-270.txt 0.548176
Rabee-al-Madkhali_g-271.txt 0.743303
Rabee-al-Madkhali_g-185.txt 0.815983
Rabee-al-Madkhali_g-242.txt 1.0
Rabee-al-Madkhali_g-300.txt 0.945822
Rabee-al-Madkhali_g-184.txt 0.791016
Rabee-al-Madkhali_g-182.txt 0.865322
Rabee-al-Madkhali_g-281.txt 0.758583
Rabee-al-Madkhali_g-301.txt 0.819843
Rabee-al-Madkhali_g-310.txt 0.682071
Rabee-al-Madkhali_g-302.txt 0.925919
Rabee-al-Madkhali_g-273.txt 0.949982
Rabee-al-Madkhali_g-317.txt 1.0
Rabee-al-Madkhali_g-232.txt 0.709308
Rabee-al-Madkhali_g-296.txt 0.785602
Rabee-al-Madkhali_g-286.txt 0.568377
Rabee-al-Madkhali_g-208.txt 1.0
Rabee-al-Madkhali_g-282.txt 0.88969
Rabee-al-Madkhali_g-293.txt 0.908612
Rabee-al-Madkhali_g-225.txt 0.543601
Rabee-al-Madkhali_g-179.txt 0.791875
Rabee-al-Madkhali_g-324.txt 1.0
Rabee-al-Madkhali_g-297.txt 0.846712
Rabee-al-Madkhali_g-315.txt 0.961685
Rabee-al-Madkhali_g-204.txt 0.703191
Rabee-al-Madkhali_g-196.txt 0.830001
Rabee-al-Madkhali_g-308.txt 1.0
Rabee-al-Madkhali_g-289.txt 0.582661
Rabee-al-Madkhali_g-329.txt 0.602101
Rabee-al-Madkhali_g-285.txt 0.90909
group Rabee-al-Madkhali
Rabee-al-Madkhali_g-170.txt 0.954545
Rabee-al-Madkhali_g-233.txt 0.875001
Rabee-al-Madkhali_g-171.txt 0.932025
Rabee-al-Madkhali_g-272.txt 0.804033
Rabee-al-Madkhali_g-206.txt 0.973158
Rabee-al-Madkhali_g-201.txt 0.970588
Rabee-al-Madkhali_g-240.txt 0.739327
Rabee-al-Madkhali_g-230.txt 0.790398
Rabee-al-Madkhali_g-217.txt 1.0
Rabee-al-Madkhali_g-210.txt 0.754334
Rabee-al-Madkhali_g-188.txt 0.770008
Rabee-al-Madkhali_g-298.txt 1.0
Rabee-al-Madkhali_g-202.txt 0.659595
Rabee-al-Madkhali_g-292.txt 0.931036
Rabee-al-Madkhali_g-234.txt 0.960616
